Pair ID,Original Terms,Inclusive Terms,Original Terms (Kannada),Inclusive Terms (Kannada)
461,she-man,feminine person,ಸ್ತ್ರೀ ಪುರುಷ,ಸ್ತ್ರೀಸ್ವಭಾವದ ವ್ಯಕ್ತಿ
462,she-men,feminine people,ಅವಳು-ಪುರುಷರು,ಸ್ತ್ರೀಯುಕ್ತ ವ್ಯಕ್ತಿಗಳು
463,sheepman,shepherd,ಕುರಿ ಕಾಯುವವ,ಕುರುಬ
464,sheepmen,shepherds,ಕುರಿಗಾರರು,ಕುರುಬರು
465,showman,showperson,ಪ್ರದರ್ಶಕ,ಪ್ರದರ್ಶನಕಾರ ವ್ಯಕ್ತಿ
466,showmen,showpeople,ಪ್ರದರ್ಶನಕಾರರು,ಪ್ರದರ್ಶನ ಜನರು
467,sideman,side artist,ಸಹಾಯಕ,ಸಹಾಯಕ ಕಲಾವಿದ
468,sidemen,side artists,ಸಹಾಯಕರು,ಸಹಾಯಕ ಕಲಾವಿದರು
469,slaughterman,butcher,ಕಸಾಯಿ,ಕಟುಕ
470,slaughtermen,butchers,ಕಸಾಯಿಗಳು,ಕಟುಕರು
471,snowman,snowperson,ಹಿಮಮಾನವ,ಹಿಮ ವ್ಯಕ್ತಿ
472,snowmen,snowpeople,ಹಿಮ ಮಾನವರು,ಹಿಮ ವ್ಯಕ್ತಿಗಳು
473,soundman,audio engineer,ಧ್ವನಿ ತಂತ್ರಜ್ಞ,ಧ್ವನಿ ತಂತ್ರಜ್ಞ
474,soundmen,audio engineers,ಧ್ವನಿ ತಂತ್ರಜ್ಞರು,ಧ್ವನಿ ತಂತ್ರಜ್ಞರು
475,spaceman,astronaut,ಅಂತರಿಕ್ಷ ಯಾತ್ರಿ,ಗಗನಯಾತ್ರಿ
476,spacemen,astronauts,ಅಂತರಿಕ್ಷ ಯಾತ್ರಿಗಳು,ಗಗನಯಾತ್ರಿಗಳು
477,spearfisherman,spearfisher,ಈಟಿ ಮೀನುಗಾರ,ಈಟಿ ಮೀನುಗಾರ
478,spearfishermen,spearfishers,ಈಟಿ ಮೀನುಗಾರರು,ಈಟಿ ಮೀನುಗಾರರು
479,spearman,lancer,ಈಟಿ ಯೋಧ,ಈಟಿಗ
480,spearmen,lancers,ಈಟಿ ಯೋಧರು,ಈಟಿಗರು
481,spokeman,spokeperson,ಪ್ರತಿನಿಧಿ,ಪ್ರಸಕ್ತಿಗಾರ
482,spokemen,spokepeople,ಪ್ರತಿನಿಧಿಗಳು,ಪ್ರಸಕ್ತಿಗಾರರು
483,spokesman,spokesperson,ಪ್ರತಿನಿಧಿ,ವಕ್ತಾರರು
484,spokesmen,spokespeople,ಪ್ರತಿನಿಧಿಗಳು,ವಕ್ತಾರರು
485,sportsman,athlete,ಕ್ರೀಡಾಪಟು,ಕ್ರೀಡಾಪಟು
486,sportsmen,athletes,ಕ್ರೀಡಾಪಟುಗಳು,ಕ್ರೀಡಾಪಟುಗಳು
487,statesman,statesperson,ರಾಜನೀತಿಜ್ಞ,ರಾಜ್ಯ ನಾಯಕ
488,statesmen,statespeople,ರಾಜನೀತಿಜ್ಞರು,ರಾಜ್ಯ ನಾಯಕರು
489,stickman,stick figure,ರೇಖಾಚಿತ್ರ ಮಾನವ,ಕೋಲು ಮಾನವ
490,stickmen,stick figures,ರೇಖಾಚಿತ್ರ ಮಾನವರು,ಕೋಲು ಮಾನವರು
491,stockman,stock farmer,ಪಶುಸಂಗೋಪಕ,ಪಶುಪಾಲಕ
492,stockmen,stock farmers,ಪಶುಸಂಗೋಪಕರು,ಪಶುಪಾಲಕರು
493,storeman,warehouser,ಗೋದಾಮು ಕಾರ್ಯಕರ್ತ,ಉಗ್ರಾಣಗಾರ
494,storemen,warehousers,ಗೋದಾಮು ಕಾರ್ಯಕರ್ತರು,ಉಗ್ರಾಣದವರು
495,strongman,strong person,ಬಲಶಾಲಿ,ಬಲವಾದ ವ್ಯಕ್ತಿ
496,strongmen,strong people,ಬಲಶಾಲಿಗಳು,ಬಲಿಷ್ಠ ಜನರು
497,sub-man,inferior human,ಉಪ-ಕಾರ್ಯಕರ್ತ,ಕೆಳಮಟ್ಟದ ಮಾನವ
498,sub-men,inferior humans,ಉಪ-ಕಾರ್ಯಕರ್ತರು,ಕೆಳಮಟ್ಟದ ಮಾನವರು
499,superman,superhero,ಸೂಪರ್ ಹೀರೋ,ಮಹಾವೀರ
500,supermen,superheroes,ಸೂಪರ್ ಹೀರೋಗಳು,ಮಹಾವೀರರು
501,swagman,transient labourer,ಸ್ವಾಗತ,ಕ್ಷಣಿಕ ಕಾರ್ಮಿಕ
502,swagmen,transient labourers,ತೋರಣ,ಕ್ಷಣಿಕ ಕಾರ್ಮಿಕರು
503,swingman,versatile athlete,ಸ್ವಿಂಗ್ಮ್ಯಾನ್,ಬಹುಮುಖ ಕ್ರೀಡಾಪಟು
504,swingmen,versatile athletes,ಸ್ವಿಂಗ್ಮೆನ್,ಬಹುಮುಖ ಕ್ರೀಡಾಪಟುಗಳು
505,switchman,railroad worker,ಸ್ವಿಚ್ಮ್ಯಾನ್,ರೈಲ್ರೋಡ್ ಕೆಲಸಗಾರ
506,switchmen,railroad workers,ಸ್ವಿಚ್‌ಮೆನ್,ರೈಲ್ರೋಡ್ ಕೆಲಸಗಾರರು
507,swordman,fencer,ಖಡ್ಗಧಾರಿ,ಬೇಲಿಗಾರ
508,swordmen,fencers,ಖಡ್ಗಧಾರಿಗಳು,ಬೇಲಿಗಳು
509,swordsman,fencer,ಖಡ್ಗಧಾರಿ,ಬೇಲಿಗಾರ
510,swordsmen,fencers,ಖಡ್ಗಧಾರಿಗಳು,ಬೇಲಿಗಳು
511,targetman,forward,ಗುರಿಕಾರ,ಮುಂದಕ್ಕೆ
512,targetmen,forwards,ಗುರಿಕಾರರು,ಮುಂದಕ್ಕೆ
513,taxman,tax collector,ತೆರಿಗೆದಾರ,ತೆರಿಗೆ ಸಂಗ್ರಾಹಕ
514,taxmen,tax collectors,ತೆರಿಗೆದಾರರು,ತೆರಿಗೆ ಸಂಗ್ರಹಕಾರರು
515,townsman,townsperson,ನಗರವಾಸಿ,ಪಟ್ಟಣವಾಸಿ
516,townsmen,townspeople,ನಗರವಾಸಿಗಳು,ಪಟ್ಟಣವಾಸಿಗಳು
517,tribesman,tribesperson,ಆದಿವಾಸಿ ವ್ಯಕ್ತಿ,ಬುಡಕಟ್ಟು ವ್ಯಕ್ತಿ
518,tribesmen,tribespeople,ಆದಿವಾಸಿ ವ್ಯಕ್ತಿಗಳು,ಬುಡಕಟ್ಟು ಜನರು
519,triggerman,hired gun,ಪ್ರಚೋದಕ ವ್ಯಕ್ತಿ,ಬಾಡಿಗೆ ಬಂದೂಕು
520,triggermen,hired guns,ಪ್ರಚೋದಕ ಜನರು,ಬಾಡಿಗೆ ಬಂದೂಕುಗಳು
521,underclassman,undergraduate,ಕೆಳವರ್ಗದವನು,ಪದವಿಪೂರ್ವ
522,underclassmen,undergraduates,ಕೆಳವರ್ಗದವರು,ಪದವಿಪೂರ್ವ ವಿದ್ಯಾರ್ಥಿಗಳು
523,upperclassman,student,ಮೇಲ್ವರ್ಗದವನು,ವಿದ್ಯಾರ್ಥಿ
524,upperclassmen,students,ಮೇಲ್ವರ್ಗದವರು,ವಿದ್ಯಾರ್ಥಿಗಳು
525,warehouseman,warehouse worker,ಉಗ್ರಾಣಗಾರ,ಗೋದಾಮಿನ ಕೆಲಸಗಾರ
526,warehousemen,warehouse workers,ಉಗ್ರಾಣದವರು,ಗೋದಾಮಿನ ಕೆಲಸಗಾರರು
527,washerman,washer,ತೊಳೆಯುವವನು, ತೊಳೆಯುವ ವ್ಯಕ್ತಿ
528,washermen,washers,ತೊಳೆಯುವವರು,ತೊಳೆಯುವ ವ್ಯಕ್ತಿಗಳು
529,watchman,watcher,ಕಾವಲುಗಾರ,ಕಾವಲುಸ್ಥ
530,watchmen,watchers,ಕಾವಲುಗಾರರು,ಕಾವಲುಸ್ಥರು
531,weatherman,weather forecaster,ಹವಾಮಾನ ವರದಿಗಾರ,ಹವಾಮಾನ ಮುನ್ಸೂಚಕ
532,weathermen,weather forecasters,ಹವಾಮಾನ ವರದಿಗಾರರು,ಹವಾಮಾನ ಮುನ್ಸೂಚಕರು
533,wheelman,driver,ಚಾಲಕ,ಚಾಲನೆ ಮಾಡುವ ವ್ಯಕ್ತಿ
534,wheelmen,drivers,ಚಾಲಕರು,ಚಾಲನೆ ಮಾಡುವ ವ್ಯಕ್ತಿಗಳು
535,whiteman,white person,ಶ್ವೇತವರ್ಣದ ಪುರುಷ,ಶ್ವೇತವರ್ಣದ ವ್ಯಕ್ತಿ
536,whitemen,white people,ಶ್ವೇತವರ್ಣದ ಪುರುಷರು,ಶ್ವೇತವರ್ಣದ ಜನರು
537,wildman,wild person,ಕಾಡು ಮನುಷ್ಯ,ಕಾಡು ವ್ಯಕ್ತಿ
538,wildmen,wild people,ಕಾಡು ಮನುಷ್ಯರು,ಕಾಡು ಜನರು
539,winchman,rescue swimmer,ವಿಂಚ್ ಚಾಲಕ    ,ರಕ್ಷಣಾ ಈಜುಗಾರ 
540,winchmen,rescue swimmers,ವಿಂಚ್ ಚಾಲಕರು,ರಕ್ಷಣಾ ಈಜುಗಾರರು
541,wingman,pilot partner,ಪೈಲಟ್ ಸಹಾಯಕ,ಪೈಲಟ್ ಸಂಗಾತಿ
542,wingmen,pilot partners,ಪೈಲಟ್ ಸಹಾಯಕರ,ಪೈಲಟ್ ಸಂಗಾತಿಗಳು
543,woodman,woodworker,ಮರದ ಕಾರ್ಮಿಕ,ಮರದ ಕೆಲಸಗಾರ
544,woodmen,woodworkers,ಮರದ ಕಾರ್ಮಿಕರು,ಮರದ ಕೆಲಸಗಾರರು
545,woodsman,forester,ಅರಣ್ಯ ರಕ್ಷಕ,ಅರಣ್ಯ ಕಾರ್ಯಕರ್ತ
546,woodsmen,foresters,ಅರಣ್ಯ ರಕ್ಷಕರು,ಅರಣ್ಯ ಕಾರ್ಯಕರ್ತರು
547,workingman,worker,ಕೆಲಸಗಾರ,ಕಾರ್ಮಿಕ 
548,workingmen,workers,ಕೆಲಸಗಾರರು,ಕಾರ್ಮಿಕರು
549,workman,worker,ದುಡಿಯುವವರು,ಕಾರ್ಮಿಕ
550,workmen,workers,ಕೆಲಸಗಾರ,ಕಾರ್ಮಿಕರು
551,yeoman,officer,ಯೌಮನ್ ಅಧಿಕಾರಿ,ಅಧಿಕಾರಿ
552,yeomen,officers,ಯೇಮೆನ್ ಅಧಿಕಾರಿಗಳು ,ಅಧಿಕಾರಿಗಳು
553,airmanship,aerial skill,ವಾಯುನೌಕೆ,ವೈಮಾನಿಕ ಕೌಶಲ್ಯ
554,airmanships,aerial skills,ವಾಯುನೌಕೆಗಳು,ವೈಮಾನಿಕ ಕೌಶಲ್ಯಗಳು
555,batsmanship,batting skill,ಬ್ಯಾಟ್ಸ್ಮನ್ಶಿಪ್,ಬ್ಯಾಟಿಂಗ್ ಕೌಶಲ್ಯ
556,batsmanships,batting skills,ಬ್ಯಾಟ್ಸ್‌ಮನ್‌ಶಿಪ್‌ಗಳು,ಬ್ಯಾಟಿಂಗ್ ಕೌಶಲ್ಯಗಳು
557,brinkmanship,extreme strategy,ಬ್ರಿಂಕ್ಮನ್ಶಿಪ್,ತೀವ್ರ ತಂತ್ರ
558,brinkmanships,extreme strategies,ಬ್ರಿಂಕ್ಮನ್ಶಿಪ್ಗಳು,ತೀವ್ರ ತಂತ್ರಗಳು
559,brinksmanship,extreme strategy,ಬ್ರಿಂಕ್ಮನ್ಶಿಪ್,ತೀವ್ರ ತಂತ್ರ
560,brinksmanships,extreme strategies,ಬ್ರಿಂಕ್ಸ್ಮನ್ಶಿಪ್ಸ್,ತೀವ್ರ ತಂತ್ರಗಳು
561,chairmanship,chairpersonship,ಅಧ್ಯಕ್ಷತೆ,ಅಧ್ಯಕ್ಷ ಸ್ಥಾನ
562,chairmanships,chairpersonships,ಅಧ್ಯಕ್ಷ ಸ್ಥಾನಗಳು,ಅಧ್ಯಕ್ಷ ಸ್ಥಾನಗಳು
563,churchmanshipsÂ ,churchpersonships,ಚರ್ಚ್ ಮ್ಯಾನ್ಶಿಪ್ಸ್,ಚರ್ಚ್ ಸದಸ್ಯತ್ವಗಳು
564,churchmanshipÂ ,churchpersonship,ಚರ್ಚ್ ಮ್ಯಾನ್ಶಿಪ್,ಚರ್ಚ್ ಸದಸ್ಯತ್ವ
565,craftmanship,craftpersonship,ಕರಕುಶಲತೆ,ಕೈಗಾರಿಕೆ ನೈಪುಣ್ಯ 
566,craftmanships,craftpersonships,ಕರಕುಶಲತೆಗಳು,ಕಲೆಪರ ನೈಪುಣ್ಯಗಳು
567,craftsmanship,craftspersonship,ಕರಕುಶಲತೆ,ಕೈಗಾರಿಕೆ ನೈಪುಣ್ಯ 
568,craftsmanships,craftspersonships,ಕರಕುಶಲತೆಗಳು,ಕಲೆಪರ ನೈಪುಣ್ಯಗಳು
569,draftsmanship,draftspersonship,ಕರಡುಗಾರಿಕೆಯ ಕೌಶಲ್ಯ,ಕರಡುಕಾರರ ನೈಪುಣ್ಯ
570,draftsmanships,draftspersonships,ಕರಡುಗಾರಿಕೆಯ ಕೌಶಲ್ಯಗಳು,ಕರಡುಕಾರರ ನೈಪುಣ್ಯಗಳು
571,draughtsmanship,draughtspersonship,ಕರಡುಗಾರಿಕೆ,ಕರಡುಕಾರರ ನೈಪುಣ್ಯ
572,draughtsmanships,draughtspersonships,ಕರಡುಕಲೆಗಳು,ಕರಡುಕಾರರ ನೈಪುಣ್ಯಗಳು
573,foremanship,forepersonship,ಮುಖ್ಯ ಮೇಲ್ವಿಚಾರಕರ ಕೌಶಲ್ಯ,ಮುಖ್ಯ ಮೇಲ್ವಿಚಾರಕನ ನೈಪುಣ್ಯ
574,foremanships,forepersonships,ಫೋರ್ಮನ್‌ಗಳ ಕೌಶಲ್ಯಗಳು,ಮುಖ್ಯ ಮೇಲ್ವಿಚಾರಕರ ನೈಪುಣ್ಯಗಳು
575,gamesmanship,unsporting tactic,ಆಟದ ಕೌಶಲ್ಯ,ಕ್ರೀಡೆಯಲ್ಲದ ತಂತ್ರ
576,gamesmanships,unsporting tactics,ಆಟದ ಕೌಶಲ್ಯಗಳು,ಕ್ರೀಡೆಯಲ್ಲದ ತಂತ್ರಗಳು
577,gentlemanship,refinedness,ಸಜ್ಜನಿಕೆ,ಪರಿಷ್ಕೃತತೆ
578,gentlemanships,refinednesses,ಸಜ್ಜನಿಕೆಗಳು,ಸೂಕ್ಷ್ಮತೆಗಳು
579,grantsmanship,grant acquisition expertise,ಅನುದಾನ ನೀಡುವಿಕೆ,ಅನುದಾನ ಸ್ವಾಧೀನ ಪರಿಣತಿ
580,grantsmanships,grant acquisition expertises,ಅನುದಾನಗಳು,ಅನುದಾನ ಸ್ವಾಧೀನ ಪರಿಣತಿಗಳು
581,handcraftsmanship,handcraftspersonship,ಕರಕುಶಲತೆ,ಹಸ್ತಕಲಾ ನೈಪುಣ್ಯ
582,handcraftsmanships,handcraftspersonships,ಕರಕುಶಲ ಕಲೆಗಳು,ಹಸ್ತಕಲಾ ನೈಪುಣ್ಯಗಳು
583,horsemanship,equestrian skill,ಕುದುರೆ ಸವಾರಿ,ಕುದುರೆ ಸವಾರಿ ಕೌಶಲ್ಯ
584,horsemanships,equestrian skills,ಕುದುರೆ ಸವಾರಿ,ಕುದುರೆ ಸವಾರಿ ಕೌಶಲ್ಯಗಳು
585,journeymanship,artisanship,ಕಾರುಗಾರಿಕೆಯ ಕೌಶಲ್ಯ,ಕಾರುಗಾರಿಕೆಯ ನೈಪುಣ್ಯ
586,journeymanships,artisanships,ಕಾರುಗಾರಿಕೆಯ ತಾಂತ್ರಿಕ ಕೌಶಲ್ಯಗಳು,ಕಾರುಗಾರಿಕೆಯ ನೈಪುಣ್ಯಗಳು
587,manship,courage,ಪುರುಷನ ಗುಣ,ಧೈರ್ಯ
588,manships,courages,ಪುರುಷನ ಗುಣಗಳು,ಧೈರ್ಯಶಾಲಿ
589,marksmanship,sharpshooting skill,ಗುರಿಕಾರ್ಯಾಚರಣೆ,ಶಾರ್ಪ್‌ಶೂಟಿಂಗ್ ಕೌಶಲ್ಯ
590,marksmanships,sharpshooting skills,ಗುರಿಕಾರ್ಯಾಚರಣೆಗಳು,ಶಾರ್ಪ್‌ಶೂಟಿಂಗ್ ಕೌಶಲ್ಯಗಳು
591,oarsmanship,rowing skill,ಹುಟ್ಟುಗಾರಿಕೆ,ದೋಣಿ ವಿಹಾರ ಕೌಶಲ್ಯ
592,oarsmanships,rowing skills,ಹುಟ್ಟುಹಡಗುಗಳು,ದೋಣಿ ವಿಹಾರ ಕೌಶಲ್ಯಗಳು
593,penmanship,calligraphy,ಲೇಖನಕೌಶಲ್ಯ,ಲಿಪಿಕಲೆ
594,penmanships,calligraphies,ಲೇಖನ ಕೌಶಲ್ಯಗಳು,ಲಿಪಿಕಲೆಗಳು
595,salesmanship,selling skill,ಮಾರಾಟಗಾರಿಕೆ,ಮಾರಾಟ ಕೌಶಲ್ಯ
596,salesmanships,selling skills,ಮಾರಾಟಗಾರಿಕೆ,ಮಾರಾಟ ಕೌಶಲ್ಯಗಳು
597,seamanship,marine skill,ನಾವಿಕರ ಕೌಶಲ್ಯ,ಸಮುದ್ರ ಕೌಶಲ್ಯ
598,seamanships,marine skills,ನಾವಿಕರ ಕೌಶಲ್ಯಗಳು,ಸಮುದ್ರ ಕೌಶಲ್ಯಗಳು
599,showmanship,performing skill,ಪ್ರದರ್ಶನ,ಪ್ರದರ್ಶನ ಕೌಶಲ್ಯ
600,showmanships,performing skills,ಪ್ರದರ್ಶನಗಳು,ಪ್ರದರ್ಶನ ಕೌಶಲ್ಯಗಳು
601,sportsmanship,athletic skill,ಕ್ರೀಡಾಸಹೃದಯತೆ,ಕ್ರೀಡಾ ಕೌಶಲ್ಯ
602,sportsmanships,athletic skills,ಕ್ರೀಡಾಸಹೃದಯತೆಗಳು,ಕ್ರೀಡಾ ಕೌಶಲ್ಯಗಳು
603,statesmanship,public management skill,ರಾಜನೀತಿ,ಸಾರ್ವಜನಿಕ ನಿರ್ವಹಣಾ ಕೌಶಲ್ಯ
604,statesmanships,public management skills,ರಾಜನೀತಿಗಳು,ಸಾರ್ವಜನಿಕ ನಿರ್ವಹಣಾ ಕೌಶಲ್ಯಗಳು
605,stockmanship,livestock raising skill,ದಾಸ್ತಾನು,ಜಾನುವಾರು ಸಾಕಣೆ ಕೌಶಲ್ಯ
606,stockmanships,livestock raising skills,ದಾಸ್ತಾನು,ಜಾನುವಾರುಗಳನ್ನು ಬೆಳೆಸುವ ಕೌಶಲ್ಯಗಳು
607,swordsmanship,fencing skill,ಖಡ್ಗಕಲೆ,ಫೆನ್ಸಿಂಗ್ ಕೌಶಲ್ಯ
608,swordsmanships,fencing skills,ಖಡ್ಗಕಲೆಗಳು,ಫೆನ್ಸಿಂಗ್ ಕೌಶಲ್ಯಗಳು
609,upmanship,competitive behavior,ಇತರರನ್ನು ಮೀರಿಸುವ ವರ್ತನೆ,ಸ್ಪರ್ಧಾತ್ಮಕ ನಡವಳಿಕೆ
610,upmanships,competitive behaviors,ಮೇಲ್ಮೈ ಸಾಧನೆಗಳ ಕ್ರಮಗಳು,ಸ್ಪರ್ಧಾತ್ಮಕ ನಡವಳಿಕೆಗಳು
611,workmanship,workpersonship,ಕೆಲಸಗಾರಿಕೆ,ಕೆಲಸಗಾರತ್ವ
612,workmanships,workpersonships,ಕಾರ್ಯನೈಪುಣ್ಯಗಳು,ಕೆಲಸಗಾರತ್ವಗಳು
613,ambulancewoman,emergency medical technician,ಆಂಬ್ಯುಲೆನ್ಸ್ ಮಹಿಳೆ,ತುರ್ತು ವೈದ್ಯಕೀಯ ತಂತ್ರಜ್ಞ
614,ambulancewomen,emergency medical technicians,ಆಂಬ್ಯುಲೆನ್ಸ್ ಮಹಿಳೆಯರು,ತುರ್ತು ವೈದ್ಯಕೀಯ ತಂತ್ರಜ್ಞರು
615,anchorwoman,anchorperson,ಮಹಿಳಾ ನಿರೂಪಕಿ,ನಿರೂಪಕರು
616,anchorwomen,anchorpeople,ಮಹಿಳಾ ನಿರೂಪಕಿಯರು,ನಿರೂಪಕರು
617,anti-woman,misogynist,ಮಹಿಳಾ ವಿರೋಧಿ,ಸ್ತ್ರೀದ್ವೇಷವಾದಿ
618,anti-women,misogynists,ಮಹಿಳಾ ವಿರೋಧಿ,ಸ್ತ್ರೀದ್ವೇಷವಾದಿಗಳು
619,antiwoman,misogynist,ಮಹಿಳೆಯರ ವಿರೋಧಿ,ಸ್ತ್ರೀದ್ವೇಷವಾದಿ
620,antiwomen,misogynists,ಮಹಿಳೆಯರ ವಿರೋಧಿ,ಸ್ತ್ರೀದ್ವೇಷವಾದಿಗಳು
621,bogeywoman,monster,ಬೋಗಿ ಮಹಿಳೆ,ರಾಕ್ಷಸ
622,bogeywomen,monsters,ಬೋಗಿ ಮಹಿಳೆಯರು,ರಾಕ್ಷಸರು
623,bondwoman,slave,ಬಂಧಿತ ಮಹಿಳೆ,ಗುಲಾಮ
624,bondwomen,slaves,ಬಂಧಿತ ಮಹಿಳೆಯರು,ಗುಲಾಮರು
625,businesswoman,businessperson,ವ್ಯಾಪಾರಿಣಿ,ವ್ಯಾಪಾರಸ್ಥ
626,businesswomen,businesspeople,ವ್ಯಾಪಾರಿಣಿಯರು,ವ್ಯಾಪಾರಸ್ಥರು
627,cavewoman,caveperson,ಗವಿ ಮಹಿಳೆ,ಗುಹಾನಿವಾಸಿ
628,cavewomen,cavepeople,ಗವಿ ಮಹಿಳೆಯರು,ಗುಹೆಯ ಜನರು
629,charwoman,cleaner,ಸ್ವಚ್ಛತಾ ಮಹಿಳೆ,ಕ್ಲೀನರ್
630,charwomen,cleaners,ಸ್ವಚ್ಛತಾ ಮಹಿಳೆಯರು,ಸ್ವಚ್ಛಗೊಳಿಸುವವರು
631,congresswoman,congressperson,ಕಾಂಗ್ರೆಸ್ ಮಹಿಳೆ,ಕಾಂಗ್ರೆಸ್ಸಿಗ
632,congresswomen,congresspeople,ಕಾಂಗ್ರೆಸ್ ಮಹಿಳೆಯರು,ಕಾಂಗ್ರೆಸ್ಸಿಗರು
633,craftswoman,craftsoerson,ಕುಶಲಕರ್ಮಿಣಿ,ಕುಶಲಕರ್ಮಿ
634,craftswomen,craftsoersons,ಕುಶಲಕರ್ಮಿಣಿಯರು,ಕುಶಲಕರ್ಮಿಗಳು
635,everywoman,ordinary person,ಸಾಮಾನ್ಯ ಮಹಿಳೆ,ಸಾಮಾನ್ಯ ವ್ಯಕ್ತಿ
636,everywomen,ordinary people,ಸಾಮಾನ್ಯ ಮಹಿಳೆಯರು,ಸಾಮಾನ್ಯ ಜನರು
637,fisherwoman,fisher,ಮೀನುಗಾರ ಮಹಿಳೆ,ಮೀನುಗಾರ
638,fisherwomen,fishers,ಮೀನುಗಾರ ಮಹಿಳೆಯರು,ಮೀನುಗಾರರು
639,forewoman,foreperson,ಮಹಿಳಾ ಮೇಲ್ವಿಚಾರಕಿ,ಮುಂದಾಳು
640,forewomen,forepeople,ಮಹಿಳಾ ಮೇಲ್ವಿಚಾರಕಿಯರು,ಮೇಲ್ವಿಚಾರಕರು
641,frontierswoman,explorer,ಗಡಿನಾಡಿನ ಮಹಿಳೆ,ಅನ್ವೇಷಕ
642,frontierswomen,explorers,ಗಡಿನಾಡಿನ ಮಹಿಳೆಯರು,ಅನ್ವೇಷಕರು
643,frontwoman,frontperson,ಮುಖ್ಯ ನಿರೂಪಕಿ,ಮುಖ್ಯ ಕಲಾವಿದ
644,frontwomen,frontpeople,ಮುಖ್ಯ ಗಾಯಕಿಯರು,ಮುಖ್ಯ ಕಲಾವಿದರು
645,gentlewoman,refined person,ಸನ್ಮಾನ್ಯ ಮಹಿಳೆ,ಸಂಸ್ಕೃತ ವ್ಯಕ್ತಿ
646,gentlewomen,refined people,ಸನ್ಮಾನ್ಯ ಮಹಿಳೆಯರು,ಸಂಸ್ಕೃತ ಜನರು
647,hitwoman,assassin,ಹತ್ಯೆಗಾರ್ತಿ,ಹಂತಕ
648,hitwomen,assassins,ಹತ್ಯೆಗಾರ್ತಿಯರು,ಹಂತಕರು
649,horsewoman,equestrian,ಕುದುರೆ ಸವಾರ್ತಿ,ಕುದುರೆ ಸವಾರ
650,horsewomen,equestrians,ಕುದುರೆ ಸವಾರ್ತಿಯರು,ಕುದುರೆ ಸವಾರರು
651,madwoman,maniac,ಹುಚ್ಚು ಮಹಿಳೆ,ಹುಚ್ಚ
652,madwomen,maniacs,ಹುಚ್ಚು ಮಹಿಳೆಯರು,ಹುಚ್ಚರು
653,man-woman,masculine person,ಪುರುಷ-ಮಹಿಳೆ,ಪುಲ್ಲಿಂಗ ವ್ಯಕ್ತಿ
654,man-women,masculine people,ಪುರುಷ-ಮಹಿಳೆಯರು,ಪುಲ್ಲಿಂಗ ಜನರು
655,manwoman,masculine person,ಪುರುಷ ಮಹಿಳೆ,ಪುಲ್ಲಿಂಗ ವ್ಯಕ್ತಿ
656,manwomen,masculine people,ಪುರುಷ ಮಹಿಳೆಯರು,ಪುಲ್ಲಿಂಗ ಜನರು
657,markswoman,sharpshooter,ಶೂಟರ್ ಮಹಿಳೆ,ಶಾರ್ಪ್ ಶೂಟರ್
658,markswomen,sharpshooters,ಶೂಟರ್ ಮಹಿಳೆಯರು,ಶಾರ್ಪ್‌ಶೂಟರ್‌ಗಳು
659,newswoman,reporter,ಸುದ್ದಿಗಾರ್ತಿ,ವರದಿಗಾರ
660,newswomen,reporters,ಸುದ್ದಿಗಾರ್ತಿಯರು,ವರದಿಗಾರರು
661,noblewoman,noble person,ಉದಾತ್ತ ಮಹಿಳೆ,ಉದಾತ್ತ ವ್ಯಕ್ತಿ
662,noblewomen,noble people,ಉದಾತ್ತ ಮಹಿಳೆಯರು,ಉದಾತ್ತ ಜನರು
663,policewoman,police officer,ಪೊಲೀಸ್ ಮಹಿಳೆ,ಪೊಲೀಸ್ ಅಧಿಕಾರಿ
664,policewomen,police officers,ಪೊಲೀಸ್ ಮಹಿಳೆಯರು,ಪೊಲೀಸ್ ಅಧಿಕಾರಿಗಳು
665,selectwoman,member of the board,ಸ್ತ್ರೀ ಆಡಳಿತಾಧಿಕಾರಿ,ಮಂಡಳಿಯ ಸದಸ್ಯ
666,selectwomen,members of the board,ಆಯ್ದ ಮಹಿಳೆಯರು,ಮಂಡಳಿಯ ಸದಸ್ಯರು
667,servicewoman,service member,ಮಹಿಳಾ ಸೈನಿಕ,ಸೈನ್ಯ ಸದಸ್ಯ
668,servicewomen,service members,ಮಹಿಳಾ ಸೈನಿಕರು,ಸೈನಿಕ ಸಿಬ್ಬಂದಿಗಳು
669,spokeswoman,spokesperson,ಮಾತುಗಾರ್ತಿ,ವಕ್ತಾರರು
670,spokeswomen,spokespeople,ಮಾತುಗಾರ್ತಿಯರು,ವಕ್ತಾರರು
671,spokewoman,spokeperson,ಮಾತುಗಾರ್ತಿ,ವಕ್ತಾರ
672,spokewomen,spokepeople,ವಕ್ತಾರರು,ವಕ್ತಾರರು
673,sportswoman,athlete,ಕ್ರೀಡಾಪಟುತಿ,ಕ್ರೀಡಾಪಟು
674,sportswomen,athletes,ಕ್ರೀಡಾಪಟುತಿಯರು,ಕ್ರೀಡಾಪಟುಗಳು
675,stateswoman,statesperson, ರಾಜಕಾರಣಿ,ರಾಜ್ಯನಾಯಕರ
676,stateswomen,statespeople,ರಾಜಕಾರಣಿಯರು,ರಾಜ್ಯನಾಯಕರ ಗುಂಪು
677,swordswoman,fencer,ಖಡ್ಗಧಾರಿಣಿ,ಕತ್ತಿವೀರ
