Pair ID,Original Terms,Inclusive Terms,Original Terms (Tamil),Corrected Translation(Inclusive Terms)
673,sportswoman,athlete,விளையாட்டு வீராங்கனை,தடகள வீரர் / விளையாட்டு வீரர்
674,sportswomen,athletes,விளையாட்டுப் பெண்கள்,தடகள வீரர்கள் / விளையாட்டு வீரர்கள்
675,stateswoman,statesperson,மாநில பெண்,அரசியல் தலைவர் / அறிஞர்
676,stateswomen,statespeople,மாநில பெண்கள்,அரசியல் தலைவர்கள் / அறிஞர்கள்
677,swordswoman,fencer,வாள்வீரன்,வாள் வீச்சு வீரர்
678,swordswomen,fencers,வாள்வீரர்கள்,வாள் வீச்சு வீரர்கள்
679,tribeswoman,tribesperson,பழங்குடி பெண்,பழங்குடி நபர்
680,tribeswomen,tribespeople,பழங்குடியினர்,பழங்குடி மக்கள்
681,washerwoman,washer,சலவை பெண்,சலவை செய்பவர்
682,washerwomen,Washers,சலவை பெண்கள்,சலவை செய்பவர்கள்
683,womanism,Feminism,பெண்ணியம்,பெண்ணியம்
684,womanisms,Feminisms,பெண்ணியம்,பெண்ணியம்
685,womanist,Feminist,பெண்ணியவாதி,பெண்ணியவாதி
686,womanists,Feminists,பெண்ணியவாதிகள்,பெண்ணியவாதிகள்
687,womankind,Humankind,பெண் இனம்,மனித இனம்
688,womankinds,Humankinds,பெண் இனங்கள்,மனித இனங்கள்
689,womanly,Feminine,பெண்பால்,பெண்மை
690,stateswomanship,Statespersonship,அரசாட்சி,அரசியல் தலைமைப் பண்பு
691,stateswomanships,Statespersonships,மாநிலப் பெண்கள்,அரசியல் தலைமைப் பண்புகள்
692,workwomanship,Workpersonship,வேலை செய்யும் பெண்,வேலைத் திறமை
693,workwomanships,Workpersonships,பணிப்பெண்கள்,வேலைத் திறமைகள்
694,"manpower, womanpower",Employee,ஆண் பணியாளர் / பெண் பணியாளர்,பணியாளர்
695,"foreman, forewoman",Supervisor,ஆண் மேற்பார்வையாளர் / பெண் மேற்பார்வையாளர்,மேற்பார்வையாளர்
696,Manager,Manager,ஆண் மேலாளர் / பெண் மேலாளர்,மேலாளர்
697,Teacher,Teacher,ஆண் ஆசிரியர் / பெண் ஆசிரியர்,ஆசிரியர்
698,Doctor,Doctor,ஆண் மருத்துவர் / பெண் மருத்துவர்,மருத்துவர்
699,Lawyer,Lawyer,ஆண் வக்கீல் / பெண் வக்கீல்,வக்கீல் / வழக்கறிஞர்
700,Advocate,Advocate,ஆண் வழக்கறிஞர் / பெண் வழக்கறிஞர்,வக்கீல் / வழக்கறிஞர்
701,Salesperson,Salesperson,ஆண் விற்பனையாளர் / பெண் விற்பனையாளர்,விற்பனையாளர்
702,Librarian,Librarian,ஆண் நூலகர் / பெண் நூலகர்,நூலகர்
703,Artist,Artist,ஆண் கலைஞர் / பெண் கலைஞர்,கலைஞர்
704,Citizen,Citizen,ஆண் குடிமகன் / பெண் குடிமகள்,குடிமக்கள்
705,Sibling,Sibling,ஆண் உடன்பிறந்தவன் / பெண் உடன்பிறந்தவள்,உடன்பிறந்தவர்
706,Child,Child,ஆண் குழந்தை / பெண் குழந்தை,குழந்தை
707,Chairperson,Chairperson,ஆண் தலைவர் / பெண் தலைவர்,தலைவர்
708,Scholar,Scholar,ஆண் அறிஞர் / பெண் அறிஞர்,அறிஞர்
709,Individual,Individual,ஆண் தனிநபர் / பெண் தனிநபர்,தனிநபர்
710,Person in charge,Person in charge,ஆண் பொறுப்பாளர் / பெண் பொறுப்பாளர்,பொறுப்பாளர்
711,Caregiver,Caregiver,ஆண் பராமரிப்பாளர் / பெண் பராமரிப்பாளர்,பராமரிப்பாளர்
712,Caretaker,Caretaker,ஆண் பராமரிப்பாளர் / பெண் பராமரிப்பாளர்,பராமரிப்பாளர்
713,Ancestor,Ancestor,ஆண் முன்னோர் / பெண் முன்னோர்,முன்னோர்
714,Guardian,Guardian,ஆண் பாதுகாவலர் / பெண் பாதுகாவலர்,பாதுகாவலர்
715,Guest,Guest,ஆண் விருந்தினர் / பெண் விருந்தினர்,விருந்தினர்
716,Guests,Guests,ஆண் விருந்தினர்கள் / பெண் விருந்தினர்கள்,விருந்தினர்கள்
717,Mankind,Humanity,ஆண்குலம்,மனிதகுலம்
718,entrepreneur,Entrepreneur,ஆண் தொழில்முனைவோர் / பெண் தொழில்முனைவோர்,தொழில்முனைவோர்
719,writer,Writer,ஆண் எழுத்தாளர் / பெண் எழுத்தாளர்,எழுத்தாளர்
720,insurance agent,Insurance agent,ஆண் காப்பீட்டு முகவர் / பெண் காப்பீட்டு முகவர்,காப்பீட்டு முகவர்
721,family member,Family member,ஆண் குடும்ப உறுப்பினர் / பெண் குடும்ப உறுப்பினர்,குடும்ப உறுப்பினர்
722,Grandchild,Grandchild,ஆண் பேரக்குழந்தை / பெண் பேரக்குழந்தை,பேரக்குழந்தை
723,Researcher,Researcher,ஆண் ஆராய்ச்சியாளர் / பெண் ஆராய்ச்சியாளர்,ஆராய்ச்சியாளர்
724,Judge,Judge,ஆண் நீதிபதி / பெண் நீதிபதி,நீதிபதி
725,Alumni,Alumni,ஆண் முன்னாள் மாணவர் / பெண் முன்னாள் மாணவி,முன்னாள் மாணவர்கள்
726,Mentor,Mentor,ஆண் வழிகாட்டி / பெண் வழிகாட்டி,வழிகாட்டி
727,Colleague,Colleague,ஆண் சக பணியாளர் / பெண் சக பணியாளர்,சக பணியாளர்
728,Classmate,Classmate,ஆண் வகுப்புத் தோழர் / பெண் வகுப்புத் தோழி,வகுப்புத் தோழர்
729,Community member,Community member,ஆண் சமூக உறுப்பினர் / பெண் சமூக உறுப்பினர்,சமூக உறுப்பினர்
730,Host,Host,ஆண் புரவலர் / பெண் புரவலர்,புரவலர்
731,Volunteer,Volunteer,ஆண் தன்னார்வலர் / பெண் தன்னார்வலர்,தன்னார்வலர்
732,Comrade,Comrade,ஆண் தோழர் / பெண் தோழர்,தோழர்
733,Legislator,Legislator,ஆண் சட்டமன்ற உறுப்பினர் / பெண் சட்டமன்ற உறுப்பினர்,சட்டமன்ற உறுப்பினர்
734,Public servant,Public servant,ஆண் பொதுப் பணியாளர் / பெண் பொதுப் பணியாளர்,பொதுப் பணியாளர்
735,Coach,Coach,ஆண் பயிற்சியாளர் / பெண் பயிற்சியாளர்,பயிற்சியாளர்
736,Team member,Team member,ஆண் அணி உறுப்பினர் / பெண் அணி உறுப்பினர்,அணி உறுப்பினர்
737,Competitor,Competitor,ஆண் போட்டியாளர் / பெண் போட்டியாளர்,போட்டியாளர்
738,Technician,Technician,ஆண் தொழில்நுட்ப வல்லுநர் / பெண் தொழில்நுட்ப வல்லுநர்,தொழில்நுட்ப வல்லுநர்
739,Mechanic,Mechanic,ஆண் இயந்திர பழுதுபார்ப்பாளர் / பெண் இயந்திர பழுதுபார்ப்பாளர்,இயந்திர பழுதுபார்ப்பாளர்
740,Electrician,Electrician,ஆண் மின்சார பணியாளர் / பெண் மின்சார பணியாளர்,மின்சார பணியாளர்
741,Carpenter,Carpenter,ஆண் தச்சர் / பெண் தச்சர்,தச்சர்
742,mother tongue,first language,தாய் மொழி,முதல் மொழி
